product_id,category,month,quantity_sold,price_per_unit,revenue
4,Sports,2025-05,276,418.27,115442.52
4,Sports,2025-06,287,418.27,120043.49
4,Sports,2025-07,331,418.27,138447.37
4,Sports,2025-08,154,418.27,64413.58
4,Sports,2025-09,442,418.27,184875.34
4,Sports,2025-10,377,418.27,157687.79
4,Sports,2025-11,320,418.27,133846.4
4,Sports,2025-12,115,418.27,48101.05
5,Sports,2024-01,288,94.95,27345.6
5,Sports,2024-02,366,94.95,34751.7
5,Sports,2024-03,294,94.95,27915.3
5,Sports,2024-04,376,94.95,35701.2
5,Sports,2024-05,117,94.95,11109.15
5,Sports,2024-06,78,94.95,7406.1
5,Sports,2024-07,166,94.95,15761.7
5,Sports,2024-08,221,94.95,20983.95
5,Sports,2024-09,145,94.95,13767.75
5,Sports,2024-10,145,94.95,13767.75
5,Sports,2024-11,104,94.95,9874.8
5,Sports,2024-12,55,94.95,5222.25
5,Sports,2025-01,69,94.95,6551.55
5,Sports,2025-02,133,94.95,12628.35
5,Sports,2025-03,77,94.95,7311.15
5,Sports,2025-04,139,94.95,13198.05
5,Sports,2025-05,21,94.95,1993.95
5,Sports,2025-06,334,94.95,31713.3
5,Sports,2025-07,468,94.95,44436.6
5,Sports,2025-08,432,94.95,41018.4
5,Sports,2025-09,380,94.95,36081
5,Sports,2025-10,220,94.95,20889
5,Sports,2025-11,296,94.95,28105.2
5,Sports,2025-12,235,94.95,22313.25
6,Clothing,2024-01,157,201.62,31654.34
6,Clothing,2024-02,115,201.62,23186.3
6,Clothing,2024-03,379,201.62,76413.98
6,Clothing,2024-04,432,201.62,87099.84
6,Clothing,2024-05,342,201.62,68954.04
6,Clothing,2024-06,114,201.62,22984.68
6,Clothing,2024-07,193,201.62,38912.66
6,Clothing,2024-08,199,201.62,40122.38
6,Clothing,2024-09,188,201.62,37904.56
6,Clothing,2024-10,19,201.62,3830.78
6,Clothing,2024-11,132,201.62,26613.84
6,Clothing,2024-12,97,201.62,19557.14
6,Clothing,2025-01,83,201.62,16734.46
6,Clothing,2025-02,114,201.62,22984.68
6,Clothing,2025-03,50,201.62,10081
6,Clothing,2025-04,147,201.62,29638.14
6,Clothing,2025-05,28,201.62,5645.36
6,Clothing,2025-06,326,201.62,65728.12
6,Clothing,2025-07,236,201.62,47582.32
6,Clothing,2025-08,302,201.62,60889.24
6,Clothing,2025-09,168,201.62,33872.16
6,Clothing,2025-10,272,201.62,54840.64
6,Clothing,2025-11,20,201.62,4032.4
6,Clothing,2025-12,207,201.62,41735.34
7,Grocery,2024-01,85,99.3,8440.5
7,Grocery,2024-02,282,99.3,28002.6
7,Grocery,2024-03,102,99.3,10128.6
7,Grocery,2024-04,412,99.3,40911.6
7,Grocery,2024-05,44,99.3,4369.2
7,Grocery,2024-06,257,99.3,25520.1
7,Grocery,2024-07,332,99.3,32967.6
7,Grocery,2024-08,100,99.3,9930
7,Grocery,2024-09,190,99.3,18867
7,Grocery,2024-10,153,99.3,15192.9
7,Grocery,2024-11,109,99.3,10823.7
7,Grocery,2024-12,32,99.3,3177.6
7,Grocery,2025-01,67,99.3,6653.1
7,Grocery,2025-02,116,99.3,11518.8
7,Grocery,2025-03,157,99.3,15590.1
7,Grocery,2025-04,170,99.3,16881
7,Grocery,2025-05,148,99.3,14696.4
7,Grocery,2025-06,259,99.3,25718.7
7,Grocery,2025-07,413,99.3,41010.9
7,Grocery,2025-08,437,99.3,43394.1
7,Grocery,2025-09,275,99.3,27307.5
7,Grocery,2025-10,207,99.3,20555.1
7,Grocery,2025-11,229,99.3,22739.7
7,Grocery,2025-12,162,99.3,16086.6
8,Grocery,2024-01,243,380.13,92371.59
8,Grocery,2024-02,193,380.13,73365.09
8,Grocery,2024-03,345,380.13,131144.85
8,Grocery,2024-04,334,380.13,126963.42
8,Grocery,2024-05,297,380.13,112898.61
8,Grocery,2024-06,217,380.13,82488.21
8,Grocery,2024-07,134,380.13,50937.42
8,Grocery,2024-08,304,380.13,115559.52
8,Grocery,2024-09,270,380.13,102635.1
8,Grocery,2024-10,174,380.13,66142.62
8,Grocery,2024-11,116,380.13,44095.08
8,Grocery,2024-12,40,380.13,15205.2
8,Grocery,2025-01,21,380.13,7982.73
8,Grocery,2025-02,103,380.13,39153.39
8,Grocery,2025-03,29,380.13,11023.77
8,Grocery,2025-04,77,380.13,29270.01
8,Grocery,2025-05,277,380.13,105296.01
8,Grocery,2025-06,291,380.13,110617.83
8,Grocery,2025-07,346,380.13,131524.98
8,Grocery,2025-08,359,380.13,136466.67
8,Grocery,2025-09,376,380.13,142928.88
8,Grocery,2025-10,305,380.13,115939.65
8,Grocery,2025-11,79,380.13,30030.27
8,Grocery,2025-12,277,380.13,105296.01
9,Grocery,2024-01,294,218.33,64189.02
9,Grocery,2024-02,235,218.33,51307.55
9,Grocery,2024-03,285,218.33,62224.05
9,Grocery,2024-04,75,218.33,16374.75
9,Grocery,2024-05,417,218.33,91043.61
9,Grocery,2024-06,112,218.33,24452.96
9,Grocery,2024-07,251,218.33,54800.83
9,Grocery,2024-08,106,218.33,23142.98
9,Grocery,2024-09,260,218.33,56765.8
9,Grocery,2024-10,16,218.33,3493.28
9,Grocery,2024-11,24,218.33,5239.92
9,Grocery,2024-12,18,218.33,3929.94
9,Grocery,2025-01,15,218.33,3274.95
9,Grocery,2025-02,26,218.33,5676.58
9,Grocery,2025-03,103,218.33,22487.99
9,Grocery,2025-04,50,218.33,10916.5
9,Grocery,2025-05,212,218.33,46285.96
9,Grocery,2025-06,149,218.33,32531.17
9,Grocery,2025-07,136,218.33,29692.88
9,Grocery,2025-08,389,218.33,84930.37
9,Grocery,2025-09,31,218.33,6768.23
9,Grocery,2025-10,98,218.33,21396.34
9,Grocery,2025-11,110,218.33,24016.3
9,Grocery,2025-12,39,218.33,8514.87
10,Sports,2024-01,271,111.89,30322.19
10,Sports,2024-02,317,111.89,35469.13
10,Sports,2024-03,122,111.89,13650.58
10,Sports,2024-04,307,111.89,34350.23
10,Sports,2024-05,37,111.89,4139.93
10,Sports,2024-06,257,111.89,28755.73
10,Sports,2024-07,283,111.89,31664.87
10,Sports,2024-08,81,111.89,9063.09
10,Sports,2024-09,45,111.89,5035.05
10,Sports,2024-10,100,111.89,11189
10,Sports,2024-11,37,111.89,4139.93
10,Sports,2024-12,98,111.89,10965.22
10,Sports,2025-01,54,111.89,6042.06
10,Sports,2025-02,73,111.89,8167.97
10,Sports,2025-03,193,111.89,21594.77
10,Sports,2025-04,170,111.89,19021.3
10,Sports,2025-05,299,111.89,33455.11
10,Sports,2025-06,362,111.89,40504.18
10,Sports,2025-07,181,111.89,20252.09
10,Sports,2025-08,342,111.89,38266.38
10,Sports,2025-09,65,111.89,7272.85
10,Sports,2025-10,75,111.89,8391.75
10,Sports,2025-11,119,111.89,13314.91
10,Sports,2025-12,100,111.89,11189
11,Home,2024-01,114,288.17,32851.38
11,Home,2024-02,214,288.17,61668.38
11,Home,2024-03,408,288.17,117573.36
11,Home,2024-04,80,288.17,23053.6
11,Home,2024-05,307,288.17,88468.19
11,Home,2024-06,97,288.17,27952.49
11,Home,2024-07,392,288.17,112962.64
11,Home,2024-08,168,288.17,48412.56
11,Home,2024-09,218,288.17,62821.06
11,Home,2024-10,133,288.17,38326.61
11,Home,2024-11,112,288.17,32275.04
11,Home,2024-12,72,288.17,20748.24
11,Home,2025-01,13,288.17,3746.21
11,Home,2025-02,77,288.17,22189.09
11,Home,2025-03,166,288.17,47836.22
11,Home,2025-04,199,288.17,57345.83
11,Home,2025-05,92,288.17,26511.64
11,Home,2025-06,394,288.17,113538.98
11,Home,2025-07,114,288.17,32851.38
11,Home,2025-08,447,288.17,128811.99
11,Home,2025-09,85,288.17,24494.45
11,Home,2025-10,240,288.17,69160.8
11,Home,2025-11,112,288.17,32275.04
11,Home,2025-12,243,288.17,70025.31
12,Grocery,2024-01,241,25.34,6106.94
12,Grocery,2024-02,41,25.34,1038.94
12,Grocery,2024-03,153,25.34,3877.02
12,Grocery,2024-04,351,25.34,8894.34
12,Grocery,2024-05,164,25.34,4155.76
12,Grocery,2024-06,107,25.34,2711.38
12,Grocery,2024-07,387,25.34,9806.58
12,Grocery,2024-08,51,25.34,1292.34
12,Grocery,2024-09,100,25.34,2534
12,Grocery,2024-10,16,25.34,405.44
12,Grocery,2024-11,104,25.34,2635.36
12,Grocery,2024-12,78,25.34,1976.52
12,Grocery,2025-01,64,25.34,1621.76
12,Grocery,2025-02,103,25.34,2610.02
12,Grocery,2025-03,99,25.34,2508.66
12,Grocery,2025-04,145,25.34,3674.3
12,Grocery,2025-05,132,25.34,3344.88
12,Grocery,2025-06,87,25.34,2204.58
12,Grocery,2025-07,226,25.34,5726.84
12,Grocery,2025-08,149,25.34,3775.66
12,Grocery,2025-09,395,25.34,10009.3
12,Grocery,2025-10,435,25.34,11022.9
12,Grocery,2025-11,136,25.34,3446.24
12,Grocery,2025-12,298,25.34,7551.32
13,Sports,2024-01,201,422.72,84966.72
13,Sports,2024-02,301,422.72,127238.72
13,Sports,2024-03,149,422.72,62985.28
13,Sports,2024-04,163,422.72,68903.36
13,Sports,2024-05,237,422.72,100184.64
13,Sports,2024-06,138,422.72,58335.36
13,Sports,2024-07,402,422.72,169933.44
13,Sports,2024-08,316,422.72,133579.52
13,Sports,2024-09,107,422.72,45231.04
13,Sports,2024-10,23,422.72,9722.56
13,Sports,2024-11,43,422.72,18176.96
13,Sports,2024-12,102,422.72,43117.44
13,Sports,2025-01,57,422.72,24095.04
13,Sports,2025-02,11,422.72,4649.92
13,Sports,2025-03,60,422.72,25363.2
13,Sports,2025-04,94,422.72,39735.68
13,Sports,2025-05,207,422.72,87503.04
13,Sports,2025-06,29,422.72,12258.88
13,Sports,2025-07,267,422.72,112866.24
13,Sports,2025-08,37,422.72,15640.64
13,Sports,2025-09,288,422.72,121743.36
13,Sports,2025-10,278,422.72,117516.16
13,Sports,2025-11,195,422.72,82430.4
13,Sports,2025-12,84,422.72,35508.48
14,Clothing,2024-01,162,230.38,37321.56
14,Clothing,2024-02,121,230.38,27875.98
14,Clothing,2024-03,394,230.38,90769.72
14,Clothing,2024-04,148,230.38,34096.24
14,Clothing,2024-05,382,230.38,88005.16
14,Clothing,2024-06,52,230.38,11979.76
14,Clothing,2024-07,262,230.38,60359.56
14,Clothing,2024-08,235,230.38,54139.3
14,Clothing,2024-09,156,230.38,35939.28
14,Clothing,2024-10,163,230.38,37551.94
14,Clothing,2024-11,106,230.38,24420.28
14,Clothing,2024-12,80,230.38,18430.4
14,Clothing,2025-01,67,230.38,15435.46
14,Clothing,2025-02,49,230.38,11288.62
14,Clothing,2025-03,27,230.38,6220.26
14,Clothing,2025-04,137,230.38,31562.06
14,Clothing,2025-05,118,230.38,27184.84
14,Clothing,2025-06,409,230.38,94225.42
14,Clothing,2025-07,236,230.38,54369.68
14,Clothing,2025-08,314,230.38,72339.32
14,Clothing,2025-09,173,230.38,39855.74
14,Clothing,2025-10,71,230.38,16356.98
14,Clothing,2025-11,258,230.38,59438.04
14,Clothing,2025-12,219,230.38,50453.22
15,Home,2024-01,223,203.62,45407.26
15,Home,2024-02,261,203.62,53144.82
15,Home,2024-03,149,203.62,30339.38
15,Home,2024-04,319,203.62,64954.78
15,Home,2024-05,24,203.62,4886.88
15,Home,2024-06,102,203.62,20769.24
15,Home,2024-07,223,203.62,45407.26
15,Home,2024-08,238,203.62,48461.56
15,Home,2024-09,173,203.62,35226.26
15,Home,2024-10,55,203.62,11199.1
15,Home,2024-11,66,203.62,13438.92
15,Home,2024-12,65,203.62,13235.3
15,Home,2025-01,71,203.62,14457.02
15,Home,2025-02,17,203.62,3461.54
15,Home,2025-03,194,203.62,39502.28
15,Home,2025-04,106,203.62,21583.72
15,Home,2025-05,54,203.62,10995.48
15,Home,2025-06,217,203.62,44185.54
15,Home,2025-07,202,203.62,41131.24
15,Home,2025-08,407,203.62,82873.34
15,Home,2025-09,373,203.62,75950.26
15,Home,2025-10,419,203.62,85316.78
15,Home,2025-11,180,203.62,36651.6
15,Home,2025-12,291,203.62,59253.42
16,Clothing,2024-01,57,464.06,26451.42
16,Clothing,2024-02,148,464.06,68680.88
16,Clothing,2024-03,124,464.06,57543.44
16,Clothing,2024-04,251,464.06,116479.06
16,Clothing,2024-05,497,464.06,230637.82
16,Clothing,2024-06,365,464.06,169381.9
16,Clothing,2024-07,394,464.06,182839.64
16,Clothing,2024-08,166,464.06,77033.96
16,Clothing,2024-09,65,464.06,30163.9
16,Clothing,2024-10,106,464.06,49190.36
16,Clothing,2024-11,28,464.06,12993.68
16,Clothing,2024-12,57,464.06,26451.42
16,Clothing,2025-01,16,464.06,7424.96
16,Clothing,2025-02,12,464.06,5568.72
16,Clothing,2025-03,76,464.06,35268.56
16,Clothing,2025-04,148,464.06,68680.88
16,Clothing,2025-05,76,464.06,35268.56
16,Clothing,2025-06,402,464.06,186552.12
16,Clothing,2025-07,351,464.06,162885.06
16,Clothing,2025-08,389,464.06,180519.34
16,Clothing,2025-09,476,464.06,220892.56
16,Clothing,2025-10,234,464.06,108590.04
16,Clothing,2025-11,18,464.06,8353.08
16,Clothing,2025-12,117,464.06,54295.02
17,Home,2024-01,19,366.36,6960.84
17,Home,2024-02,47,366.36,17218.92
17,Home,2024-03,73,366.36,26744.28
17,Home,2024-04,217,366.36,79500.12
17,Home,2024-05,27,366.36,9891.72
17,Home,2024-06,327,366.36,119799.72
17,Home,2024-07,360,366.36,131889.6
17,Home,2024-08,164,366.36,60083.04
17,Home,2024-09,219,366.36,80232.84
17,Home,2024-10,146,366.36,53488.56
17,Home,2024-11,127,366.36,46527.72
17,Home,2024-12,89,366.36,32606.04
17,Home,2025-01,69,366.36,25278.84
17,Home,2025-02,28,366.36,10258.08
17,Home,2025-03,166,366.36,60815.76
17,Home,2025-04,270,366.36,98917.2
17,Home,2025-05,332,366.36,121631.52
17,Home,2025-06,383,366.36,140315.88
17,Home,2025-07,262,366.36,95986.32
17,Home,2025-08,52,366.36,19050.72
17,Home,2025-09,185,366.36,67776.6
17,Home,2025-10,165,366.36,60449.4
17,Home,2025-11,322,366.36,117967.92
17,Home,2025-12,265,366.36,97085.4
18,Sports,2024-01,124,170,21080
18,Sports,2024-02,98,170,16660
18,Sports,2024-03,118,170,20060
18,Sports,2024-04,92,170,15640
18,Sports,2024-05,374,170,63580
18,Sports,2024-06,50,170,8500
18,Sports,2024-07,221,170,37570
18,Sports,2024-08,97,170,16490
18,Sports,2024-09,189,170,32130
18,Sports,2024-10,43,170,7310
18,Sports,2024-11,61,170,10370
18,Sports,2024-12,51,170,8670
18,Sports,2025-01,8,170,1360
18,Sports,2025-02,69,170,11730
18,Sports,2025-03,159,170,27030
18,Sports,2025-04,135,170,22950
18,Sports,2025-05,302,170,51340
18,Sports,2025-06,264,170,44880
18,Sports,2025-07,272,170,46240
18,Sports,2025-08,359,170,61030
18,Sports,2025-09,163,170,27710
18,Sports,2025-10,274,170,46580
18,Sports,2025-11,159,170,27030
18,Sports,2025-12,249,170,42330
19,Electronics,2024-01,193,289.52,55877.36
19,Electronics,2024-02,328,289.52,94962.56
19,Electronics,2024-03,66,289.52,19108.32
19,Electronics,2024-04,422,289.52,122177.44
19,Electronics,2024-05,367,289.52,106253.84
19,Electronics,2024-06,262,289.52,75854.24
19,Electronics,2024-07,343,289.52,99305.36
19,Electronics,2024-08,329,289.52,95252.08
19,Electronics,2024-09,147,289.52,42559.44
19,Electronics,2024-10,44,289.52,12738.88
19,Electronics,2024-11,71,289.52,20555.92
19,Electronics,2024-12,83,289.52,24030.16
19,Electronics,2025-01,83,289.52,24030.16
19,Electronics,2025-02,135,289.52,39085.2
19,Electronics,2025-03,45,289.52,13028.4
19,Electronics,2025-04,28,289.52,8106.56
19,Electronics,2025-05,215,289.52,62246.8
19,Electronics,2025-06,409,289.52,118413.68
19,Electronics,2025-07,52,289.52,15055.04
19,Electronics,2025-08,79,289.52,22872.08
19,Electronics,2025-09,263,289.52,76143.76
19,Electronics,2025-10,254,289.52,73538.08
19,Electronics,2025-11,74,289.52,21424.48
19,Electronics,2025-12,39,289.52,11291.28
20,Home,2024-01,183,265.21,48533.43
20,Home,2024-02,134,265.21,35538.14
20,Home,2024-03,207,265.21,54898.47
20,Home,2024-04,295,265.21,78236.95
20,Home,2024-05,237,265.21,62854.77
20,Home,2024-06,358,265.21,94945.18
20,Home,2024-07,417,265.21,110592.57
20,Home,2024-08,49,265.21,12995.29
20,Home,2024-09,253,265.21,67098.13
20,Home,2024-10,106,265.21,28112.26
20,Home,2024-11,101,265.21,26786.21
20,Home,2024-12,103,265.21,27316.63
20,Home,2025-01,81,265.21,21482.01
20,Home,2025-02,58,265.21,15382.18
20,Home,2025-03,17,265.21,4508.57
20,Home,2025-04,50,265.21,13260.5
20,Home,2025-05,242,265.21,64180.82
20,Home,2025-06,129,265.21,34212.09
20,Home,2025-07,219,265.21,58080.99
20,Home,2025-08,299,265.21,79297.79
20,Home,2025-09,373,265.21,98923.33
20,Home,2025-10,281,265.21,74524.01
20,Home,2025-11,148,265.21,39251.08
20,Home,2025-12,162,265.21,42964.02
21,Clothing,2024-01,223,480.97,107256.31
21,Clothing,2024-02,64,480.97,30782.08
21,Clothing,2024-03,421,480.97,202488.37
21,Clothing,2024-04,322,480.97,154872.34
21,Clothing,2024-05,154,480.97,74069.38
21,Clothing,2024-06,382,480.97,183730.54
21,Clothing,2024-07,326,480.97,156796.22
21,Clothing,2024-08,116,480.97,55792.52
21,Clothing,2024-09,65,480.97,31263.05
21,Clothing,2024-10,115,480.97,55311.55
21,Clothing,2024-11,129,480.97,62045.13
21,Clothing,2024-12,26,480.97,12505.22
21,Clothing,2025-01,101,480.97,48577.97
21,Clothing,2025-02,120,480.97,57716.4
21,Clothing,2025-03,148,480.97,71183.56
21,Clothing,2025-04,178,480.97,85612.66
21,Clothing,2025-05,251,480.97,120723.47
21,Clothing,2025-06,366,480.97,176035.02
21,Clothing,2025-07,200,480.97,96194
21,Clothing,2025-08,387,480.97,186135.39
21,Clothing,2025-09,207,480.97,99560.79
21,Clothing,2025-10,40,480.97,19238.8
21,Clothing,2025-11,157,480.97,75512.29
21,Clothing,2025-12,292,480.97,140443.24
22,Sports,2024-01,231,423.82,97902.42
22,Sports,2024-02,30,423.82,12714.6
22,Sports,2024-03,408,423.82,172918.56
22,Sports,2024-04,366,423.82,155118.12
22,Sports,2024-05,442,423.82,187328.44
22,Sports,2024-06,427,423.82,180971.14
22,Sports,2024-07,311,423.82,131808.02
22,Sports,2024-08,330,423.82,139860.6
22,Sports,2024-09,49,423.82,20767.18
22,Sports,2024-10,128,423.82,54248.96
22,Sports,2024-11,9,423.82,3814.38
22,Sports,2024-12,19,423.82,8052.58
22,Sports,2025-01,90,423.82,38143.8
22,Sports,2025-02,119,423.82,50434.58
22,Sports,2025-03,90,423.82,38143.8
22,Sports,2025-04,197,423.82,83492.54
22,Sports,2025-05,208,423.82,88154.56
22,Sports,2025-06,157,423.82,66539.74
22,Sports,2025-07,226,423.82,95783.32
22,Sports,2025-08,384,423.82,162746.88
22,Sports,2025-09,195,423.82,82644.9
22,Sports,2025-10,120,423.82,50858.4
22,Sports,2025-11,267,423.82,113159.94
22,Sports,2025-12,67,423.82,28395.94
23,Home,2024-01,118,376.19,44390.42
23,Home,2024-02,318,376.19,119628.42
23,Home,2024-03,62,376.19,23323.78
23,Home,2024-04,483,376.19,181699.77
23,Home,2024-05,292,376.19,109847.48
23,Home,2024-06,456,376.19,171542.64
23,Home,2024-07,375,376.19,141071.25
23,Home,2024-08,176,376.19,66209.44
23,Home,2024-09,135,376.19,50785.65
23,Home,2024-10,27,376.19,10157.13
23,Home,2024-11,32,376.19,12038.08
23,Home,2024-12,70,376.19,26333.3
23,Home,2025-01,94,376.19,35361.86
23,Home,2025-02,102,376.19,38371.38
23,Home,2025-03,132,376.19,49657.08
23,Home,2025-04,91,376.19,34233.29
23,Home,2025-05,277,376.19,104204.63
23,Home,2025-06,149,376.19,56052.31
23,Home,2025-07,324,376.19,121885.56
23,Home,2025-08,284,376.19,106837.96
23,Home,2025-09,429,376.19,161385.51
23,Home,2025-10,22,376.19,8276.18
23,Home,2025-11,265,376.19,99690.35
23,Home,2025-12,151,376.19,56804.69
24,Electronics,2024-01,298,274.45,81786.1
24,Electronics,2024-02,231,274.45,63397.95
24,Electronics,2024-03,361,274.45,99076.45
24,Electronics,2024-04,158,274.45,43363.1
24,Electronics,2024-05,424,274.45,116366.8
24,Electronics,2024-06,417,274.45,114445.65
24,Electronics,2024-07,268,274.45,73552.6
24,Electronics,2024-08,253,274.45,69435.85
24,Electronics,2024-09,91,274.45,24974.95
24,Electronics,2024-10,51,274.45,13996.95
24,Electronics,2024-11,124,274.45,34031.8
24,Electronics,2024-12,88,274.45,24151.6
24,Electronics,2025-01,94,274.45,25798.3
24,Electronics,2025-02,47,274.45,12899.15
24,Electronics,2025-03,54,274.45,14820.3
24,Electronics,2025-04,215,274.45,59006.75
24,Electronics,2025-05,157,274.45,43088.65
24,Electronics,2025-06,270,274.45,74101.5
24,Electronics,2025-07,413,274.45,113347.85
24,Electronics,2025-08,389,274.45,106761.05
24,Electronics,2025-09,70,274.45,19211.5
24,Electronics,2025-10,432,274.45,118562.4
24,Electronics,2025-11,294,274.45,80688.3
24,Electronics,2025-12,84,274.45,23053.8
25,Electronics,2024-01,87,297.51,25883.37
25,Electronics,2024-02,43,297.51,12792.93
25,Electronics,2024-03,339,297.51,100855.89
25,Electronics,2024-04,410,297.51,121979.1
25,Electronics,2024-05,24,297.51,7140.24
25,Electronics,2024-06,300,297.51,89253
25,Electronics,2024-07,134,297.51,39866.34
25,Electronics,2024-08,224,297.51,66642.24
25,Electronics,2024-09,16,297.51,4760.16
25,Electronics,2024-10,150,297.51,44626.5
25,Electronics,2024-11,132,297.51,39271.32
25,Electronics,2024-12,10,297.51,2975.1
25,Electronics,2025-01,43,297.51,12792.93
25,Electronics,2025-02,17,297.51,5057.67
25,Electronics,2025-03,108,297.51,32131.08
25,Electronics,2025-04,219,297.51,65154.69
25,Electronics,2025-05,292,297.51,86872.92
25,Electronics,2025-06,268,297.51,79732.68
25,Electronics,2025-07,40,297.51,11900.4
25,Electronics,2025-08,327,297.51,97285.77
25,Electronics,2025-09,246,297.51,73187.46
25,Electronics,2025-10,385,297.51,114541.35
25,Electronics,2025-11,187,297.51,55634.37
25,Electronics,2025-12,217,297.51,64559.67
26,Grocery,2024-01,292,482.98,141030.16
26,Grocery,2024-02,130,482.98,62787.4
26,Grocery,2024-03,417,482.98,201402.66
26,Grocery,2024-04,90,482.98,43468.2
26,Grocery,2024-05,274,482.98,132336.52
26,Grocery,2024-06,119,482.98,57474.62
26,Grocery,2024-07,349,482.98,168560.02
26,Grocery,2024-08,272,482.98,131370.56
26,Grocery,2024-09,231,482.98,111568.38
26,Grocery,2024-10,162,482.98,78242.76
26,Grocery,2024-11,102,482.98,49263.96
26,Grocery,2024-12,28,482.98,13523.44
26,Grocery,2025-01,22,482.98,10625.56
26,Grocery,2025-02,97,482.98,46849.06
26,Grocery,2025-03,89,482.98,42985.22
26,Grocery,2025-04,169,482.98,81623.62
26,Grocery,2025-05,99,482.98,47815.02
26,Grocery,2025-06,345,482.98,166628.1
26,Grocery,2025-07,45,482.98,21734.1
26,Grocery,2025-08,162,482.98,78242.76
26,Grocery,2025-09,95,482.98,45883.1
26,Grocery,2025-10,263,482.98,127023.74
26,Grocery,2025-11,26,482.98,12557.48
26,Grocery,2025-12,192,482.98,92732.16
27,Grocery,2024-01,63,307.45,19369.35
27,Grocery,2024-02,241,307.45,74095.45
27,Grocery,2024-03,165,307.45,50729.25
27,Grocery,2024-04,378,307.45,116216.1
27,Grocery,2024-05,464,307.45,142656.8
27,Grocery,2024-06,47,307.45,14450.15
27,Grocery,2024-07,200,307.45,61490
27,Grocery,2024-08,61,307.45,18754.45
